Time,Foot_X,Foot_Z,Target_H,Q_Hip,Q_Knee,Smoothed_Target_Hip,Smoothed_Target_Knee,GRF_Z
0.0,0.0,0.06499999999999995,-0.6124999999999999,0.0,0.0,0.6491707008387134,-1.5195047482574686,-6.693459250162322e-15
0.00125,0.0,0.06499999999999995,-0.624390328125,0.008370254409267959,-0.03940669831355819,0.6518899243041664,-1.5256364278203267,-6.693459250162322e-15
0.0025,-0.008227506242622282,0.06519482376847424,-0.6357307406870584,0.023372502869002852,-0.10932460918444861,0.6534300024060755,-1.5288640660055455,-829.4164411371275
0.00375,-0.022653337751049017,0.0665387150575632,-0.646598638619769,0.04340691948950924,-0.2017343996290613,0.6541511289255519,-1.5300465067808253,-2308.7645350151834
0.005,-0.04137008600617205,0.07024881896224566,-0.6570666861838615,0.06699885201934098,-0.3094966462439423,0.6541449179089383,-1.529394947605676,-3755.0851895656792
0.00625,-0.06257686457209202,0.07731338600212462,-0.6671899992612649,0.09282173206788014,-0.42640798212955583,0.6532461684850266,-1.526361017102971,-4772.215258856884
0.007500000000000001,-0.08462922298948666,0.0882397852536842,-0.6770014861798426,0.1197389315900113,-0.5472624745276864,0.6518571249486207,-1.5222914129505372,-5209.183853687346
0.00875,-0.1061208985917157,0.10299613265148899,-0.6865137526669813,0.14684919298802027,-0.667918876648728,0.6500178095007789,-1.5171851011194943,-5108.057507391508
0.01,-0.12596227365536633,0.12109775810964146,-0.6957246974355977,0.17349716144413138,-0.7852426508004776,0.6477360185615412,-1.511033303220607,-4619.452123287127
0.01125,-0.14340488116759706,0.14176067425596245,-0.7046240416706481,0.19925507694156397,-0.8969744365735429,0.6449706499710102,-1.5037178111067322,-3918.727564996225
0.012499999999999999,-0.1580190725826391,0.16406080357335817,-0.7131988870388599,0.22388468819122326,-1.0015597277247612,0.6418387170609119,-1.4955446821033767,-3151.1798315139604
0.013749999999999998,-0.16964035751307605,0.18706123815036785,-0.7214376442616638,0.24729384369309548,-1.0979900974939467,0.6378574538489519,-1.485263212307915,-2414.1530179412744
0.014999999999999998,-0.17830538146622513,0.20989917873928093,-0.729331948079868,0.26948797259736035,-1.185632464809276,0.6338338988344338,-1.4749601805366568,-1753.7020455158959
0.016249999999999997,-0.18418502496681202,0.23182562136577597,-0.7368780354231046,0.2905423375536666,-1.2641708654957233,0.6294919326057018,-1.4639200736301223,-1196.0056461930567
0.017499999999999998,-0.18753665613804046,0.25223781563704745,-0.744076634662587,0.31056805986428865,-1.3335055511447458,0.6247913263869481,-1.4520401033106565,-738.6926552283164
0.01875,-0.18865690568399957,0.2706762406837382,-0.750932926199667,0.32969360607939535,-1.3937347377446383,0.6198646770224094,-1.4396544160143012,-377.1599458330709
0.02,-0.18785300434481342,0.2868274961598358,-0.7574550010745553,0.3480390326298939,-1.4450357756104435,0.6145395472450422,-1.4263294685194285,-91.09103136231965
0.02125,-0.1854088958375119,0.30048501765204144,-0.7636534781216993,0.36571007217027085,-1.4876777600340032,0.6097167899341694,-1.4143122900876464,127.90268922273344
0.022500000000000003,-0.18157614461325924,0.31154371439093853,-0.7695407949900098,0.3827987948152429,-1.5220483882855858,0.6047352539397791,-1.401946502297745,281.82379021303245
0.023750000000000004,-0.17656887235351884,0.3199983137542812,-0.7751300158334801,0.39937411762495567,-1.548596781628337,0.5993996754699061,-1.3887475138124297,385.7067706507927
0.025000000000000005,-0.17055755789715668,0.3259146137882988,-0.780434734886808,0.4154803448170317,-1.567810353919639,0.5937732709481678,-1.3748731163046226,449.1247516787155
0.026250000000000006,-0.16367056885582087,0.32941155586455967,-0.7854681457645724,0.43113982159548114,-1.5802076896229156,0.5872925505969973,-1.3589387443655725,478.52047292058296
0.027500000000000007,-0.15599981673098534,0.3306498702551365,-0.7902425956516772,0.4463520948520895,-1.5863007046968156,0.580117139474723,-1.34134450093648,484.9958305037661
0.028750000000000008,-0.14760586302276885,0.32981216590649265,-0.7947731387486443,0.4610994390889099,-1.586597927667704,0.5747019640501279,-1.3281005850453946,472.6053223651254
0.03000000000000001,-0.13852647062574822,0.3270979914959917,-0.7990740052169598,0.4753688509799761,-1.5817180252122751,0.5692143704715323,-1.3147117046593098,426.537868479572
0.03125000000000001,-0.12879451908237902,0.32275587138135553,-0.8031589447805274,0.4891412347768691,-1.5722738160001521,0.5636570897604839,-1.3011831101635767,369.8476699667867
0.03250000000000001,-0.11843798162501964,0.31704003154277965,-0.8070375234630736,0.5023951018059298,-1.5588640939241134,0.5563311458736133,-1.2833861766742944,307.7285141655789
0.03375000000000001,-0.10748650406746213,0.31020327999452835,-0.8107205109814268,0.5150968496493689,-1.5419837272850367,0.5490640783417425,-1.2657673681857913,258.55446953939514
0.03500000000000001,-0.09596729024490985,0.30246480715326585,-0.814222806847067,0.5272172966015722,-1.5221206965055285,0.5434949558021813,-1.252290758026562,207.91208483557972
0.03625000000000001,-0.0839173198627075,0.2940388581802852,-0.8176573783246782,0.5387456494458323,-1.4998290290696785,0.5380352773302309,-1.2391033497091808,144.967081767169
0.03750000000000001,-0.07139511086664835,0.2851537482130184,-0.8209451448631456,0.5496774035343127,-1.4756316195326746,0.5317674519830939,-1.2239902814053514,88.44213722120017
0.038750000000000014,-0.058471781719869165,0.27601782563019944,-0.8240965829378148,0.560007069652946,-1.4499706631552247,0.5263436758278176,-1.210934085051033,48.004990072248134
0.040000000000000015,-0.04522343907613546,0.26680311402670936,-0.8271220242091049,0.5697413658475211,-1.4232932547549266,0.5209095492694612,-1.1978735215155607,8.636117418484977
0.041250000000000016,-0.031740796023175366,0.25766993550760814,-0.8300309473701012,0.5788911066011746,-1.3960001515133242,0.5155099918034532,-1.1849153891639592,-20.02013553921013
0.04250000000000002,-0.018120176447506353,0.24875091458268506,-0.8328319953102303,0.5874704491867035,-1.3684472799797336,0.5101177975743392,-1.1719932620965496,-38.42992194380889
0.04375000000000002,-0.004460741060801687,0.2401519626006547,-0.8355329511759549,0.5954953950191684,-1.3409440678422444,0.5047745909906481,-1.1592058018105786,-46.6893033735538
0.04500000000000002,0.009138850704752177,0.23195299905174044,-0.8381407810830771,0.6029829054886326,-1.3137562097223352,0.4994920477811746,-1.1465797729332448,-45.87236039457741
0.04625000000000002,0.022582919726717054,0.22421038043256708,-0.840661666152892,0.6099498413077358,-1.2871072678239335,0.4941670139449059,-1.1338677936202401,-36.91633470675822
0.04750000000000002,0.03578110184937938,0.21695930083691312,-0.8431009661356772,0.6164110160344122,-1.261174980349255,0.4889792796685293,-1.1214980943122437,-19.840895801031763
